country,region,habitatcode,habitatname,priority,range_surface_area,range_trend,complementary_favourable_range,complementary_favourable_range_q,coverage_surface_area,coverage_surface_area_min,coverage_surface_area_max,coverage_trend,complementary_favourable_area,complementary_favourable_area_q,method_range,conclusion_range,method_area,conclusion_area,method_structure,conclusion_structure,method_future,conclusion_future,method_assessment,conclusion_assessment,conclusion_assessment_trend,conclusion_assessment_prev,conclusion_assessment_trend_prev,conclusion_assessment_change,conclusion_assessment_trend_change,target1,future_range,future_area,future_structure,backcasted_2007,hab_condition_trend,hab_condition_good_best,hab_condition_good_min,hab_condition_good_max,hab_condition_notgood_best,hab_condition_notgood_min,hab_condition_notgood_max,hab_condition_unknown_best,hab_condition_unknown_min,hab_condition_unknown_max,use_for_statistics
EU28,MED,32A0,Tufa cascades of karstic rivers in the Dinaric Alps,N,1300,S,,aeq,0.3,,,S,,aeq,0MS,FV,0MS,FV,0MS,U1,0MS,U1,MTX,U1,S,XX,,nc,nc,D,good,good,poor,XX,Unk,,0.25,0.25,,,,,0.25,0.25,Yes
EU28,CON,4090,Endemic oro-Mediterranean heaths with gorse,N,9300,,,,,,,,,,2GD,XX,2GD,XX,2GD,XX,2GD,XX,MTX,XX,Unk,U1,S,nong,nong,D,,,,U1,,,,,,,,,,,Yes
EU28,MED,4090,Endemic oro-Mediterranean heaths with gorse,N,306582,,,,,,,,,,2GD,FV,2GD,XX,2GD,XX,2GD,XX,MTX,XX,Unk,FV,S,nong,nong,D,,,,FV,,,,,,,,,,,Yes
EU28,MAC,4090,Endemic oro-Mediterranean heaths with gorse,N,453,S,453,,175.78,,,S,175.78,,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,nc,nc,A=,,,,FV,,175.78,175.78,175.78,,,,,,,Yes
EU28,ALP,4090,Endemic oro-Mediterranean heaths with gorse,N,26300,,,,,,,,,,2XA,XX,2XA,XX,1,XX,2XA,XX,MTX,XX,S,FV,S,nong,nc,D,,,,FV,S,16.62,16.62,16.62,0,0,0,795.95,795.95,795.95,Yes
EU28,BLS,4090,Endemic oro-Mediterranean heaths with gorse,N,300,S,300,,1.58,,,Unk,1.58,,0MS,FV,0MS,XX,0MS,XX,0MS,U1,MTX,U1,Unk,U1,S,nc,nong,D,,,,U1,Unk,,,,,,,1.58,1.58,1.58,Yes
EU28,ATL,4090,Endemic oro-Mediterranean heaths with gorse,N,38500,S,,x,1690.72,,,S,,x,0MS,XX,0MS,XX,0MS,U1,0MS,XX,MTX,U1,S,FV,S,nong,nc,D,,,,FV,S,617.22,617.22,617.22,39.42,39.42,39.42,1034.08,1034.08,1034.08,Yes
EU28,BLS,40A0,Subcontinental peri-Pannonic scrub,Y,200,S,200,,0.03,,,Unk,0.03,,0MS,XX,0MS,XX,0MS,XX,0MS,U1,MTX,U1,Unk,U1,S,nc,nong,D,,,,U1,Unk,,,,,,,0.03,0.03,0.03,Yes
EU28,ALP,40A0,Subcontinental peri-Pannonic scrub,Y,17092.27,I,17092.27,,4.36,4.36,4.36,I,4.36,,0EQ,FV,0EQ,FV,2XA,XX,2XA,XX,MTX,XX,S,U1,S,nong,nc,D,,,,U1,,,,,,,,,,,Yes
EU28,CON,40A0,Subcontinental peri-Pannonic scrub,Y,92253,S,92253,mt,,,,,,,1,U1,2GD,U1,2GD,XX,2GD,U1,MTX,U1,D,U1,S,nc,nong,C,,,,U1,,,,,,,,,,,Yes
EU28,PAN,40A0,Subcontinental peri-Pannonic scrub,Y,49791.39,S,49791.39,,,,,,,,1,FV,2XA,FV,2XA,XX,2XA,FV,MTX,FV,S,U1,D,nong,nong,A=,,,,U1,,,,,,,,,,,Yes
EU28,MED,6130,Calaminarian grasslands of the Violetalia calaminariae,N,9800,S,9800,aeq,6.33,2.43,10.24,D,6.92,lt,0EQ,FV,2XA,U2,2XA,U1,2XA,U1,MTX,U2,D,U1,Unk,nong,nong,C,,,,U1,D,,,,,,,,,,Yes
EU28,ATL,6130,Calaminarian grasslands of the Violetalia calaminariae,N,18358.82,S,18458.82,aeq,5.22,,,D,5.73,lt,1,FV,0EQ,U1,2XA,U2,2XA,U2,MTX,U2,D,U2,S,nc,gen,C,,,,U2,S,2.15,,,1.33,,,2.86,,,Yes
EU28,CON,6130,Calaminarian grasslands of the Violetalia calaminariae,N,14290,S,14290,aeq,6.92,5.27,8.6,S,7.55,lt,1,FV,1,U1,2XA,U1,2XA,U1,MTX,U1,I,XX,Unk,nong,nong,B2,,,,XX,,7.05,,,0.45,,,0.96,,,Yes
EU28,ALP,6130,Calaminarian grasslands of the Violetalia calaminariae,N,3200,S,3200,aeq,3.15,2.5,4.79,Unk,3.15,aeq,1,FV,1,XX,2XA,XX,2XA,XX,MTX,XX,Unk,U1,Unk,nong,nc,D,,,,U1,,,,,,,,,,,Yes
EU28,CON,6270,Fennoscandian lowland species-rich dry to mesic grasslands,Y,24700,S,24700,aeq,180,,,D,180,mmt,0MS,FV,0MS,U2,0MS,U2,0MS,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,D,90,,,90,,,0,,,Yes
EU28,ALP,6270,Fennoscandian lowland species-rich dry to mesic grasslands,Y,34000,S,34000,aeq,9,,,D,9,mmt,0MS,FV,0MS,U2,0MS,U2,0MS,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,D,4.5,,,4.5,,,0,,,Yes
EU28,BOR,6270,Fennoscandian lowland species-rich dry to mesic grasslands,Y,764382,S,764382,aeq,1757.85,1724.65,1791.04,,,,0EQ,FV,2XA,U2,2XA,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,,,,,,741.4,780.33,,119.83,169.75,Yes
EU28,ALP,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,N,10000,S,10120,lt,2.54,1.81,3.27,D,2.54,mmt,1,FV,1,U2,1,U2,2XA,U2,MTX,U2,D,U1,Unk,nong,nong,C,,,,XX,D,0,,,1.58,,,0.23,,,Yes
EU28,MAC,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,N,29,I,29,aeq,0.05,,,S,0.05,,0MS,FV,0MS,FV,0MS,FV,0MS,U1,MTX,U1,I,FV,S,nong,nong,B2,,,,FV,S,0.05,,,0,,,0,,,Yes
EU28,BLS,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,N,800,I,880,lt,,,,,,,0MS,U1,0MS,U1,0MS,U1,0MS,U1,MTX,U1,D,U2,D,nong,nc,C,,,,U2,,,,,,,,,,,Yes
EU28,CON,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,N,16300,S,16300,aeq,21.02,13.74,28.3,D,21.02,mmt,1,FV,1,U2,1,U2,2XA,U2,MTX,U2,D,U1,Unk,nong,nong,C,,,,U1,D,3.44,,,9.89,,,0.25,,,Yes
EU28,MED,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,N,,,,,,,,,,,2GD,XX,2GD,XX,2GD,U1,2GD,XX,MTX,U1,Unk,U1,S,nc,nong,D,,,,U1,,,,,,,,,,,Yes
EU28,ATL,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,N,16200,S,16200,aeq,41.08,36.58,45.58,S,41.63,lt,1,FV,1,FV,1,XX,2XA,U1,MTX,U1,S,U1,Unk,nc,nong,D,,,,U1,Unk,2.26,,,2.11,,,37.21,,,Yes
EU28,ATL,7130,Blanket bogs (* if active bog),N,170109.44,S,113909.44,aeq,24438.41,24434.47,24434.47,D,24438.41,mt,0EQ,FV,1,U1,1,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,good,poor,bad,U2,D,1763.29,1710.65,1815.94,4605.03,4552.94,4657.11,18064.82,18061.77,18067.87,Yes
EU28,ALP,7130,Blanket bogs (* if active bog),N,1000,S,1000,,4.5,4.5,4.5,D,4.5,,1,XX,1,XX,1,U2,2XA,U2,MTX,U2,D,FV,Unk,nong,nong,C,unknown,poor,bad,FV,D,3,2,4,2,1,3,1.25,1,1.5,Yes
EU28,MAC,7130,Blanket bogs (* if active bog),N,3600,S,3600,aeq,200,180,220,S,200,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,,nc,nong,A=,good,good,good,FV,D,60,54,66,140,126,154,0,0,0,Yes
EU28,ALP,9120,Atlantic acidophilous beech forests with Ilex and sometimes also Taxus in the shrublayer (Quercion robori-petraeae or Ilici-Fagenion),N,24100,S,24100,aeq,695.07,245.07,1145.07,S,695.07,aeq,1,FV,1,FV,2XA,U1,2XA,U1,MTX,U1,S,U1,S,nc,nc,D,good,good,poor,U1,Unk,,,,,,,,,,Yes
EU28,ATL,9120,Atlantic acidophilous beech forests with Ilex and sometimes also Taxus in the shrublayer (Quercion robori-petraeae or Ilici-Fagenion),N,240043.72,S,240043.72,aeq,4375.51,4162.32,4702.71,Unk,4375.51,mt,1,FV,1,U1,2XA,U1,2XA,U1,MTX,U1,Unk,U1,I,nc,nong,D,good,good,poor,U1,Unk,665.89,522.41,809.37,2707.86,2614.64,2800.53,1001.03,946.5,1055.55,Yes
EU28,MED,9120,Atlantic acidophilous beech forests with Ilex and sometimes also Taxus in the shrublayer (Quercion robori-petraeae or Ilici-Fagenion),N,44800,S,44800,aeq,497.52,461.63,533.4,I,547.27,lt,1,FV,1,U1,1,U1,2XA,FV,MTX,U1,I,U2,S,nong,nong,B2,unknown,good,good,U2,S,352.2,371.7,332.7,84.07,84.07,84.07,57.56,37.48,77.63,Yes
EU28,CON,9120,Atlantic acidophilous beech forests with Ilex and sometimes also Taxus in the shrublayer (Quercion robori-petraeae or Ilici-Fagenion),N,86280,S,86280,aeq,,,,Unk,,aeq,1,FV,2GD,FV,2GD,U2,2GD,U2,MTX,U2,Unk,FV,S,nong,nong,D,,,,FV,Unk,,,,,,,,,,Yes
EU28,CON,91H0,Pannonian woods with Quercus pubescens,Y,75800,S,75800,aeq,413,413,413,S,413,aeq,0EQ,FV,1,FV,2XA,FV,2XA,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,S,403,403,403,1.07,1.07,1.07,4.63,0.88,8.38,Yes
EU28,BLS,91H0,Pannonian woods with Quercus pubescens,Y,3800,S,3800,aeq,4.66,,,S,4.66,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,S,4.66,4.66,4.66,,,,,,,Yes
EU28,ALP,91H0,Pannonian woods with Quercus pubescens,Y,40705,I,42665,lt,197,156,237,D,197,mmt,1,U1,1,U2,1,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,Unk,34,34,34,4.23,4.23,4.23,159,159,159,Yes
EU28,PAN,91H0,Pannonian woods with Quercus pubescens,Y,25175,S,25175,aeq,332,322,342,S,332,aeq,0EQ,FV,1,FV,1,U1,2XA,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,Unk,198,193,203,76,73,78,58,55,60,Yes
EU28,PAN,91K0,Illyrian Fagus sylvatica forests (Aremonio-Fagion),N,8300,S,8300,aeq,2700,240,300,S,270,aeq,0MS,FV,0MS,FV,0MS,U1,0MS,U1,MTX,U1,S,U1,S,nc,nc,D,good,poor,poor,U1,Unk,162,155,170,65,55,75,42.5,30,55,Yes
EU28,ALP,91K0,Illyrian Fagus sylvatica forests (Aremonio-Fagion),N,48716,I,48716,aeq,8107.74,7959.81,8255.67,I,8107.75,aeq,0EQ,FV,0EQ,FV,2XA,U1,2XA,FV,MTX,U1,S,U1,D,gen,nong,D,good,good,good,U1,S,,,,,,,,,,Yes
EU28,CON,91K0,Illyrian Fagus sylvatica forests (Aremonio-Fagion),N,37250,S,37250,aeq,7139.85,7139.85,7139.85,S,7139.85,aeq,0EQ,FV,0EQ,FV,0EQ,FV,0EQ,FV,MTX,FV,S,FV,S,nc,nc,A=,good,good,good,FV,S,6471.85,6321.85,6621.85,668,518,818,,,,Yes
EU28,MED,91K0,Illyrian Fagus sylvatica forests (Aremonio-Fagion),N,3500,S,3500,aeq,2257.4,2257.4,2257.4,S,2257.4,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,,,nc,nc,A=,good,good,good,XX,S,2257.4,2257.4,2257.4,,,,,,,Yes
EU28,MED,9290,Cupressus forests (Acero-Cupression),N,1153,S,1153,aeq,438.06,438.06,438.06,I,43806,aeq,0EQ,FV,0EQ,FV,1,FV,2XA,FV,MTX,FV,I,FV,S,nc,nong,A=,good,good,good,FV,S,393.98,393.98,393.98,,,,,,,Yes
EU28,ATL,92A0,Salix alba and Populus alba galleries,N,9700,D,9700,aeq,1.72,,,D,1.89,lt,0MS,U1,0MS,U1,0MS,U2,0MS,U1,MTX,U2,D,U1,D,gen,nc,C,,,,U1,D,0.56,0.56,0.56,0.46,0.4,0.52,0.7,0.64,0.76,Yes
EU28,STE,92A0,Salix alba and Populus alba galleries,N,21700,S,21700,aeq,632,,,S,632,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,U1,S,nong,nc,A=,,,,U1,S,607,607,607,25,25,25,0,0,0,Yes
EU28,ALP,92A0,Salix alba and Populus alba galleries,N,,Unk,,x,,,,Unk,,x,2GD,XX,2GD,XX,2GD,XX,2GD,XX,MTX,XX,Unk,U1,D,nong,nong,D,,,,U1,Unk,,,,,,,,,,Yes
EU28,MED,92A0,Salix alba and Populus alba galleries,N,676437,Unk,,x,,,,Unk,,x,1,XX,2GD,XX,2GD,U1,2GD,U2,MTX,U2,Unk,U2,S,nc,nong,D,,,,U2,S,672,661,682,158,147,169,985,984,986,Yes
EU28,PAN,92A0,Salix alba and Populus alba galleries,N,4500,S,4500,aeq,10,,,S,10,aeq,0MS,FV,0MS,U1,0MS,U1,0MS,FV,MTX,U1,S,U1,S,nc,nc,D,,,,U1,Unk,0,0,0,0,0,0,5,0,10,Yes
EU28,BLS,92A0,Salix alba and Populus alba galleries,N,6600,S,6600,aeq,20,,,S,20,aeq,0EQ,FV,1,FV,0EQ,FV,2XA,FV,MTX,FV,S,U1,S,nong,nc,A=,,,,U1,S,19,19,19,1,1,1,,,,Yes
EU28,CON,92A0,Salix alba and Populus alba galleries,N,140875,I,140875,aeq,804,586,1022,D,883,mt,1,U1,2XA,U2,2XA,U1,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,D,447,447,447,94,94,94,263,263,263,Yes
EU28,MED,1150,Coastal lagoons,Y,51354.15,S,51354.15,mt,,,,S,,,1,FV,2GD,XX,2GD,U2,2GD,U1,MTX,U2,I,U2,D,nc,gen,B1,good,unknown,bad,U2,S,,,,,,,,,,Yes
EU28,ATL,1150,Coastal lagoons,Y,33002,S,33002,aeq,4074.07,4074.07,4074.07,I,4073.64,mt,0EQ,FV,2XA,FV,2XA,U2,2XA,U2,MTX,U2,I,U1,S,nong,nong,B2,good,good,bad,U1,I,160.85,160.84,160.87,414.46,414.44,414.47,155.3,155.3,155.3,Yes
EU28,BLS,1150,Coastal lagoons,Y,2500,S,2500,aeq,195.77,175.77,215.77,S,195.77,aeq,0EQ,FV,0EQ,FV,0EQ,XX,0EQ,U1,MTX,U1,S,U1,D,nc,nong,D,good,good,unknown,U1,Unk,0,0,0,0,0,0,475.77,25.77,925.77,Yes
EU28,CON,1150,Coastal lagoons,Y,47524,S,47524,aeq,2994.04,2990.25,2997.84,S,2994.04,mt,0EQ,FV,1,FV,2XA,U2,2XA,U2,MTX,U2,I,U2,S,nc,gen,B1,good,good,bad,U2,I,385.08,365.4,404.76,1203.84,1183.98,1203.84,227.21,187.5,266.92,Yes
EU28,BOR,1150,Coastal lagoons,Y,115369,S,115369,aeq,1173,1158,1188,S,1173,mt,1,FV,1,U1,2XA,U2,2XA,U1,MTX,U2,S,U1,D,nong,nong,D,good,poor,bad,U1,D,580.6,394.6,766.6,482.5,296,669,155,140,170,Yes
EU28,MAC,1150,Coastal lagoons,Y,711,I,711,mt,4.27,1.27,8.27,I,4.27,mt,1,U1,0EQ,U2,2XA,U1,2XA,U2,MTX,U2,S,U2,D,nc,nong,D,poor,bad,poor,U2,S,0.17,0.17,0.17,4.59,1.09,8.09,0,0,0,Yes
EU28,CON,1230,Vegetated sea cliffs of the Atlantic and Baltic Coasts,N,19734,S,19734,aeq,103.94,102.53,105.34,S,103.94,aeq,0EQ,FV,0EQ,FV,2XA,FV,2XA,FV,MTX,FV,S,FV,S,nc,nc,A=,good,good,good,FV,Unk,88.46,65.6,111.31,12.8,9.95,15.66,1.36,0,2.27,Yes
EU28,ATL,1230,Vegetated sea cliffs of the Atlantic and Baltic Coasts,N,98675.82,S,98675.82,aeq,433.86,433.83,433.88,D,433.86,mt,0EQ,FV,1,U1,2XA,U2,2XA,U2,MTX,U2,D,U1,S,nong,gen,C,good,poor,bad,U1,D,285.95,262.68,309.23,93.7,83.8,103.59,83.47,76.56,90.38,Yes
EU28,BOR,1230,Vegetated sea cliffs of the Atlantic and Baltic Coasts,N,83716,S,83716,aeq,399.16,399.16,399.16,S,399.16,aeq,0EQ,FV,0EQ,FV,0EQ,FV,0EQ,FV,MTX,FV,S,FV,S,nc,nc,A=,good,good,good,FV,S,370.06,317.56,422.56,28.5,20,37,0.6,0.6,0.6,Yes
EU28,MED,1230,Vegetated sea cliffs of the Atlantic and Baltic Coasts,N,200,S,200,aeq,0.41,,,S,0.41,aeq,0MS,FV,0MS,FV,0MS,U1,0MS,U1,MTX,U1,D,U1,S,nc,nong,C,good,good,good,U1,D,,,,,,,,,,Yes
EU28,BLS,1530,Pannonic salt steppes and salt marshes,Y,2400,S,2400,aeq,360.57,210.57,510.57,I,360.57,aeq,0EQ,FV,0EQ,FV,2GD,XX,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,good,good,unknown,U1,Unk,,,,,,,,,,Yes
EU28,PAN,1530,Pannonic salt steppes and salt marshes,Y,39914,S,39914,aeq,,,,S,,,1,FV,2GD,FV,2GD,U1,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,good,good,poor,U1,S,,,,,,,,,,Yes
EU28,CON,1530,Pannonic salt steppes and salt marshes,Y,12000,S,12000,mt,,,,S,,,1,U1,2GD,FV,2GD,XX,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,Unk,,,,,,,,,,Yes
EU28,STE,1530,Pannonic salt steppes and salt marshes,Y,800,I,800,aeq,,,,I,,,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,I,FV,,nc,nong,A=,,,,FV,I,,,,,,,,,,Yes
EU28,CON,2270,Wooded dunes with Pinus pinea and/or Pinus pinaster,Y,4200,D,4200,mt,36.57,30.83,42.32,D,36.57,mt,0MS,U1,0MS,U1,0MS,FV,0MS,U1,MTX,U1,D,FV,S,nong,nong,C,poor,poor,good,FV,S,,,,,,,,,,Yes
EU28,MED,2270,Wooded dunes with Pinus pinea and/or Pinus pinaster,Y,38511.27,S,38511.27,aeq,,,,D,,x,1,FV,2GD,U1,2GD,U2,2GD,U2,MTX,U2,D,U1,D,gen,nc,C,,,,U1,I,,,,,,,,,,Yes
EU28,PAN,2340,Pannonic inland dunes,Y,4463.92,S,4850,lt,2.65,1.95,3.35,D,2.65,mmt,1,U1,2XA,U2,1,U1,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,S,2.17,1.55,2.8,0.65,0.4,0.9,0.28,0.21,0.36,Yes
EU28,CON,2340,Pannonic inland dunes,Y,4100,I,4100,mt,11.83,11.75,11.9,S,11.83,mt,1,U1,2GD,U1,1,XX,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,,,,U1,Unk,0.12,0.12,0.12,0.13,0.06,0.21,11.57,11.57,11.57,Yes
EU28,PAN,31A0,Transylvanian hot-spring lotus beds,Y,100,D,,mt,100,,,D,100,mt,0MS,U1,0MS,U2,0MS,U2,0MS,U2,MTX,U2,D,FV,S,nong,nong,C,,,,FV,D,5.5,,,45.5,,,0,,,Yes
EU28,CON,5230,Arborescent matorral with Laurus nobilis,Y,900,I,900,aeq,0.15,0.14,0.15,S,0.15,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,I,FV,S,nc,nong,A=,,,,FV,S,0.14,0.14,0.14,,,,0.01,0.01,0.01,Yes
EU28,ATL,5230,Arborescent matorral with Laurus nobilis,Y,16800,S,16800,aeq,1.27,1.27,1.27,S,1.27,mt,0EQ,FV,2GD,XX,2GD,XX,2GD,U1,MTX,U1,S,U1,D,nc,nong,D,,,,U1,Unk,0.07,0.07,0.07,,,,1.2,1.2,1.2,Yes
EU28,MED,5230,Arborescent matorral with Laurus nobilis,Y,38331,D,,,184.04,183.74,184.34,S,,,2GD,U1,2GD,U1,2GD,U2,2GD,U2,MTX,U2,D,U1,D,nong,nc,C,,,,U1,S,146.27,146.27,146.27,1.32,1.32,1.32,35.7,35.7,35.7,Yes
EU28,PAN,6250,Pannonic loess steppic grasslands,Y,55807.27,S,55933,lt,211.41,201.41,221.41,D,232.48,lt,1,FV,1,U1,2XA,U2,2XA,U2,MTX,U2,D,U2,S,nc,gen,C,,,,U2,D,,60.58,66.58,,120.26,132.26,,20.57,22.57,Yes
EU28,CON,6250,Pannonic loess steppic grasslands,Y,30400,Unk,30980,lt,134.63,,,D,134.63,mt,1,XX,1,U1,1,XX,2XA,U1,MTX,U1,Unk,U1,S,nc,nong,D,,,,U1,D,0.13,,,0.01,,,134.48,,,Yes
EU28,ALP,6250,Pannonic loess steppic grasslands,Y,100,S,,,0.01,,,,,,0MS,XX,0MS,XX,0MS,XX,0MS,XX,MTX,XX,Unk,XX,Unk,nc,nc,D,,,,XX,,,,,,,,,,,No
EU28,ALP,62A0,Eastern sub-Mediterranean dry grasslands (Scorzoneratalia villosae),N,32115,S,32975,lt,1043.42,951.77,1135.07,,,,1,U1,2XA,FV,2XA,XX,2XA,FV,MTX,U1,S,U2,D,nong,nong,D,,,,U2,,,,,,,,,,,Yes
EU28,BLS,62A0,Eastern sub-Mediterranean dry grasslands (Scorzoneratalia villosae),N,3800,Unk,3800,,2.42,,,S,2.42,,0MS,XX,0MS,FV,0MS,XX,0MS,U1,MTX,U1,Unk,U1,S,nc,nong,D,,,,U1,Unk,0,,,0,,,2.42,,,Yes
EU28,MED,62A0,Eastern sub-Mediterranean dry grasslands (Scorzoneratalia villosae),N,,S,,,4700.69,4027.84,5373.54,S,4700.69,aeq,0EQ,FV,0EQ,FV,2XA,U1,2XA,FV,MTX,U1,S,FV,S,nong,nc,D,,,,U1,S,,,,,,,,,,Yes
EU28,CON,62A0,Eastern sub-Mediterranean dry grasslands (Scorzoneratalia villosae),N,48241,Unk,49211,lt,548.77,518.53,579.01,D,548.77,mt,1,XX,2XA,U2,2XA,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,,,,U2,D,,,,,,,,,,Yes
EU28,PAN,7140,Transition mires and quaking bogs,N,1954.2,D,1944.2,mt,0.1,0.09,0.11,D,0.1,mt,0EQ,U1,2XA,U1,2XA,U2,2XA,U2,MTX,U2,D,U2,S,nc,gen,C,poor,poor,bad,U2,S,0.06,0.06,0.07,0.03,0.03,0.03,0.01,0.01,0.01,Yes
EU28,CON,7140,Transition mires and quaking bogs,N,366159,D,366159,,500.61,363.17,596.85,D,500.61,mt,2GD,U1,2GD,U1,2GD,U1,2GD,U1,MTX,U1,D,U1,D,nc,nc,C,poor,poor,poor,U1,D,251.62,200.77,302.46,182.36,132.6,182.355,59.3,34.38,84.22,Yes
EU28,MAC,7140,Transition mires and quaking bogs,N,1800,S,1800,aeq,16,8,20,I,16,mt,0MS,FV,0MS,U1,0MS,U1,0MS,FV,MTX,U1,S,U1,D,nc,nong,D,good,good,good,U1,S,7,4,10,7,4,10,0,0,0,Yes
EU28,BOR,7140,Transition mires and quaking bogs,N,914981,S,914981,aeq,21240.57,21231.14,21250,S,21240.57,,0EQ,FV,1,FV,1,U1,2XA,U1,MTX,U1,D,U1,D,nc,nc,C,good,good,poor,U1,D,14945.925,14937.9,14953.95,3282.85,3281.44,3284.25,3,3,3,Yes
EU28,MED,7140,Transition mires and quaking bogs,N,31100.8,D,31100.8,mt,31.45,31.38,31.51,S,31.45,mt,1,U1,2GD,FV,2GD,U2,2GD,U1,MTX,U2,D,U1,S,nong,gen,C,unknown,poor,poor,U1,D,7.7,7.17,8.23,22.81,22.46,23.15,1.46,1.44,1.49,Yes
EU28,ATL,7140,Transition mires and quaking bogs,N,272761.49,S,272761,,208.26,205.08,211.7,D,208.26,mt,1,FV,2XA,U1,2XA,U2,2XA,U2,MTX,U2,D,U2,D,nc,nc,C,good,poor,bad,U2,D,118.7,108.84,128.56,67.34,58.3,76.38,18,13.65,22.35,Yes
EU28,ALP,7140,Transition mires and quaking bogs,N,2227373.45,S,227373.45,,9721.48,6664.36,9778.6,S,9721.48,,1,FV,2GD,FV,2GD,U1,2GD,U1,MTX,U1,S,FV,S,nong,nc,D,good,good,poor,FV,S,16187,15634.88,16741,305.9,104.48,507.32,376.24,121.59,630.89,Yes
EU28,CON,9130,Asperulo-Fagetum beech forests,N,872375,S,872375,aeq,39562.9,39363.6,39763.23,S,39722.9,aeq,1,FV,1,FV,2GD,U1,2GD,U1,MTX,U1,S,U1,S,nc,nc,D,good,good,poor,U1,I,,,,,,,,,,Yes
EU28,PAN,9130,Asperulo-Fagetum beech forests,N,19000,S,19000,aeq,752.5,610,895,S,752.5,aeq,1,FV,1,FV,1,U1,2XA,U1,MTX,U1,S,FV,S,nong,nc,D,good,good,poor,FV,Unk,410.83,326.33,495.33,175.56,140.56,210.56,166.11,143.11,189.11,Yes
EU28,BOR,9130,Asperulo-Fagetum beech forests,N,36000,S,36000,aeq,10,10,10,I,20,,0MS,FV,0MS,U2,0MS,U1,0MS,U2,MTX,U2,S,U2,I,nc,nong,D,good,bad,poor,U2,Unk,3,3,3,1,1,1,6,6,6,Yes
EU28,ALP,9130,Asperulo-Fagetum beech forests,N,219400,S,219400,aeq,15285.71,15035.74,15535.69,I,15417.5,lt,1,FV,1,FV,1,U1,2GD,U1,MTX,U1,I,U1,S,nc,nong,B1,good,poor,poor,U1,S,7269.62,7659.12,6880.12,731.47,446.97,1015.97,7284.63,6939.65,7629.6,Yes
EU28,ATL,9130,Asperulo-Fagetum beech forests,N,208232.7,S,208232.7,aeq,5883.15,5523.11,6244.2,S,,mt,1,FV,1,U1,2XA,U1,2XA,U1,MTX,U1,S,U1,S,nc,nc,D,good,good,poor,U1,Unk,,,,,,,,,,Yes
EU28,MED,9130,Asperulo-Fagetum beech forests,N,2744,S,2744,aeq,767.7,,,S,767.7,aeq,0MS,FV,0MS,FV,0MS,FV,0MS,FV,MTX,FV,S,FV,S,nc,nc,A=,good,good,good,FV,S,690.93,690.93,690.93,,,,76.77,76.77,76.77,Yes
EU28,PAN,9190,Old acidophilous oak woods with Quercus robur on sandy plains,N,964.12,S,964.12,mt,3.32,3.32,3.32,D,3.32,aeq,0MS,U1,0MS,U2,0MS,U1,0MS,U1,MTX,U2,Unk,U1,S,gen,nong,C,good,poor,poor,U1,Unk,,,,,,,,,,Yes
EU28,BOR,9190,Old acidophilous oak woods with Quercus robur on sandy plains,N,85541.94,S,85541.94,aeq,43.27,43.27,43.27,Unk,43.27,aeq,1,FV,1,XX,1,U1,2XA,U1,MTX,U1,Unk,U2,Unk,nong,nc,D,,,,U2,Unk,37.72,16.13,16.52,8.25,8.05,8.44,18.7,18.7,18.7,Yes
EU28,CON,9190,Old acidophilous oak woods with Quercus robur on sandy plains,N,364592,S,364592,aeq,1361.33,1249.71,1471.94,D,1361.33,mt,2GD,FV,2GD,U1,0EQ,U2,2GD,U2,MTX,U2,D,U2,S,nc,nong,C,,,,U2,D,,,,,,,,,,Yes
