featuretype,country,region,featurecode,featurename,measures_needed,measures_status,measures_purpose,measures_location,measures_response,measures_info,use_for_statistics
habitats,LU,CON,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Yes,taken,increase,inOut,lonTerm,Reinforce populations of species from the directives: plantation of native/autochthone willow seedlings along riverbeds.,Yes
habitats,LV,BOR,1640,Boreal Baltic sandy beaches with perennial vegetation,Yes,taken,maintain,inOut,medTerm,By developing balanced coastal management it is possible to improve habitat quality and prevent habitat destroying.,Yes
habitats,LV,BOR,4010,Northern Atlantic wet heaths with Erica tetralix,Yes,taken,increase,in,medTerm,"The habitat management must be continued on N2000 site ""?daži"", but more important is to restore and improve habitat quality in Kurzeme region where it is more sparse and is represented in 256 ha.",Yes
habitats,LV,BOR,7210,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,Yes,taken,maintain,in,medTerm,,Yes
habitats,MT,MED,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,Yes,ident,,,medTerm,,Yes
habitats,MT,MED,6220,Pseudo-steppe with grasses and annuals of the Thero-Brachypodietea,Yes,ident,,,medTerm,,Yes
habitats,NL,ATL,6120,Xeric sand calcareous grasslands,Yes,taken,increase,inOut,medTerm,,Yes
habitats,NL,ATL,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",Yes,taken,restore,inOut,lonTerm,"The tiny woodlands with 91F0 benefit from measures to facilitate the establishment of Crataegus  and regeneration of hardwood species in the higher, infrequently flooded reaches of the floodplains",Yes
habitats,PL,ALP,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,Yes,ident,,,,,Yes
habitats,PL,ALP,5130,Juniperus communis formations on heaths or calcareous grasslands,Yes,taken,restore,in,medTerm,,Yes
habitats,PL,ALP,7220,Petrifying springs with tufa formation (Cratoneurion),Yes,notIdent,,,,"100% of the reports - lack of knowledge, need of further research",Yes
habitats,PL,CON,2330,Inland dunes with open Corynephorus and Agrostis grasslands,Yes,taken,restore,in,medTerm,40% of the reports - Main purpose of the measures taken: Maintain the current range,Yes
habitats,PL,CON,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,Yes,taken,maintain,in,medTerm,50% of the reports - Measures are not needed,Yes
habitats,PL,CON,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",Yes,taken,maintain,in,medTerm,"32% of the reports - Location of the measures taken: Both inside and outside Natura 2000
35% of the reports - Response to the measures: Short-term results
Dominated measures: CA03 (20% of the reports), CA04 (18%), CA05 (18%)",Yes
habitats,PL,CON,8160,Medio-European calcareous scree of hill and montane levels,Yes,taken,restore,in,medTerm,,Yes
habitats,PL,CON,9160,Sub-Atlantic and medio-European oak or oak-hornbeam forests of the Carpinion betuli,Yes,taken,maintain,inOut,medTerm,,Yes
habitats,PL,CON,9190,Old acidophilous oak woods with Quercus robur on sandy plains,Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,PT,ATL,1330,Atlantic salt meadows (Glauco-Puccinellietalia maritimae),Yes,ident,,,medTerm,,Yes
habitats,PT,ATL,2110,Embryonic shifting dunes,Yes,ident,,,medTerm,,Yes
habitats,PT,ATL,4010,Northern Atlantic wet heaths with Erica tetralix,Yes,ident,,,,"The implementation of any management measure is not known. For this reason, the required fields 8.4 and 8.5 have not been filled.",Yes
habitats,PT,ATL,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,Yes,ident,,,medTerm,,Yes
habitats,PT,MAC,1320,Spartina swards (Spartinion maritimae),Yes,taken,maintain,inOut,srtTerm,,Yes
habitats,PT,MAC,3220,Alpine rivers and the herbaceous vegetation along their banks,Yes,taken,maintain,in,srtTerm,,Yes
habitats,PT,MATL,1140,Mudflats and sandflats not covered by seawater at low tide,Yes,taken,restore,inOut,medTerm,,Yes
habitats,PT,MATL,1170,Reefs,Yes,ident,,,lonTerm,,Yes
habitats,PT,MED,1240,Vegetated sea cliffs of the Mediterranean coasts with endemic Limonium spp.,Yes,taken,restore,inOut,medTerm,,Yes
habitats,PT,MED,2250,Coastal dunes with Juniperus spp.,Yes,taken,restore,inOut,medTerm,,Yes
habitats,PT,MED,3170,Mediterranean temporary ponds,Yes,ident,,,medTerm,,Yes
habitats,PT,MED,3250,Constantly flowing Mediterranean rivers with Glaucium flavum,Yes,ident,,,,"The implementation of any management measure is not known. For this reason, the required fields 8.4 and 8.5 have not been filled.",Yes
habitats,PT,MED,4090,Endemic oro-Mediterranean heaths with gorse,No,,,,,"The implementation of any management measure is not known. For this reason, the required fields 8.4 and 8.5 have not been filled.",Yes
habitats,PT,MED,5230,Arborescent matorral with Laurus nobilis,Yes,taken,restore,in,medTerm,"CS01 - targeting key species, major elements of the structure of this habitat.
CH03 - related to forest fires prevention",Yes
habitats,PT,MED,91B0,Thermophilous Fraxinus angustifolia woods,Yes,ident,,,medTerm,,Yes
habitats,PT,MED,9240,Quercus faginea and Quercus canariensis Iberian woods,Yes,ident,,,srtTerm,,Yes
habitats,RO,ALP,4070,Bushes with Pinus mugo and Rhododendron hirsutum (Mugo-Rhododendretum hirsuti),No,,,,,,Yes
habitats,RO,ALP,7240,Alpine pioneer formations of Caricion bicoloris-atrofuscae,Yes,taken,maintain,in,medTerm,,Yes
habitats,RO,ALP,8120,Calcareous and calcshist screes of the montane to alpine levels (Thlaspietea rotundifolii),Yes,taken,maintain,in,medTerm,,Yes
habitats,RO,CON,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,Yes,taken,maintain,in,medTerm,,Yes
habitats,RO,CON,7210,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,Yes,taken,maintain,in,medTerm,,Yes
habitats,RO,CON,8310,Caves not open to the public,No,,,,,,Yes
habitats,RO,CON,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,No,,,,,,Yes
habitats,RO,MBLS,1130,Estuaries,No,,,,,,Yes
habitats,RO,MBLS,1160,Large shallow inlets and bays,No,,,,,,Yes
habitats,RO,PAN,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",Yes,taken,maintain,in,medTerm,,Yes
habitats,SE,ALP,3160,Natural dystrophic lakes and ponds,No,,,,,,Yes
habitats,SE,ALP,4080,Sub-Arctic Salix spp. scrub,Yes,taken,maintain,inOut,lonTerm,"CA03 is listed as conservation measures not because there are any current problems, but in order to highligt the importance of the continuation of extensive grazing.",Yes
habitats,SE,ALP,7230,Alkaline fens,Yes,ident,,,lonTerm,Measures are taken which often leads to a great improvement on local scale but not on biogeographical level. The extent and rate of measures needs to be intensified.,Yes
habitats,SE,ALP,9050,Fennoscandian herb-rich forests with Picea abies,Yes,ident,,,lonTerm,The measures are expected to counteract the pressures and threats listed in the previous sections (Berglund 2019). The codes and titles of the measures reviewed agree with the report format (DG Environment 2017).,Yes
habitats,SE,ALP,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Yes,ident,,,lonTerm,The measures are expected to counteract the pressures and threats listed in the previous sections (Berglund 2019). The codes and titles of the measures reviewed agree with the report format (DG Environment 2017).,Yes
habitats,SE,BOR,2170,Dunes with Salix repens ssp. argentea (Salicion arenariae),Yes,ident,,,,"No conservation measures have been reported by the County Administrative Boards for this habitat in the BOR region. However, measures are needed to improve the status of the habitat.",Yes
habitats,SE,BOR,6120,Xeric sand calcareous grasslands,Yes,ident,,,lonTerm,"Conservation measures are taken that maintain and restore habitat status. However, both the extent and the rate of measures need to be intensified to improve conservation status at the biogeographical scale. The list of conservation measures was based on information given by county administrative boards (that coordinate and perform most of the conservation measures on the regional scale). In addition, more broad-scale habitat management (e.g. CA03 that highlights for example grazing with financial subsidies from EU) is also listed.",Yes
habitats,SE,BOR,9160,Sub-Atlantic and medio-European oak or oak-hornbeam forests of the Carpinion betuli,Yes,ident,,,lonTerm,The measures are expected to counteract the pressures and threats listed in the previous sections (Berglund 2019). The codes and titles of the measures reviewed agree with the report format (DG Environment 2017).,Yes
habitats,SE,CON,1210,Annual vegetation of drift lines,Yes,ident,,,medTerm,"Main meassures needed are reduce litter/plastics that from the sea that
accumulate in the driftlines and when cleaning of beashes are done the driftlines
should be left exept fotr th unwanted litter.",Yes
habitats,SE,CON,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),Yes,ident,,,lonTerm,"Conservation measures are taken that maintain and restore habitat status. However, both the extent and the rate of measures need to be intensified to improve conservation status at the biogeographical scale. The list of conservation measures was based on information given by county administrative boards (that coordinate and perform most of the conservation measures on the regional scale). In addition, measures related to more broad-scale habitat management (e.g. CA03 that highlights for example grazing with financial subsidies from EU) are also listed.",Yes
habitats,SE,CON,7120,Degraded raised bogs still capable of natural regeneration,Yes,ident,,,lonTerm,"Restoration of 7120 to 7110 is desirable.
Status is that all three categories in 8.1 can be applied:
 a) Measures identified, but none yet taken or                        
b) Measures identified and taken or     
c) Measures needed but cannot be identified

Main purpose of the measures are to ""Restore the structure and functions, including status of typical species (related to 'Specific structure and functions')"".",Yes
habitats,SE,CON,7220,Petrifying springs with tufa formation (Cratoneurion),Yes,notIdent,,,lonTerm,Measures are taken which often leads to a great improvement on local scale but not on biogeographical level. The extent and rate of measures needs to be intensified.,Yes
habitats,SE,MBAL,1650,Boreal Baltic narrow inlets,Yes,ident,,,lonTerm,"Majority of measures are not yet taken and therefore estimating the response to these not yet taken measures are difficult. Due to lack of data the response is set to long-term results.

Measures reported by the county administrations for the period 2013-2018: none.",Yes
habitats,SI,ALP,3160,Natural dystrophic lakes and ponds,Yes,ident,,,,,Yes
habitats,SI,ALP,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,Yes,ident,,,,,Yes
habitats,SI,ALP,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",Yes,taken,maintain,in,medTerm,,Yes
habitats,SI,ALP,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Yes,taken,maintain,inOut,medTerm,,Yes
habitats,SI,CON,5130,Juniperus communis formations on heaths or calcareous grasslands,No,,,,,,Yes
habitats,SI,CON,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Yes,ident,,,,,Yes
habitats,SI,MMED,1110,Sandbanks which are slightly covered by sea water all the time,Yes,ident,,,,,Yes
habitats,SK,ALP,91D0,Bog woodland,Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,UK,ATL,1320,Spartina swards (Spartinion maritimae),Yes,taken,restore,in,lonTerm,,Yes
habitats,UK,ATL,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Yes,taken,restore,inOut,medTerm,,Yes
habitats,UK,ATL,2160,Dunes with Hippophae rhamnoides,Yes,taken,increase,in,medTerm,,Yes
habitats,UK,ATL,4020,Temperate Atlantic wet heaths with Erica ciliaris and Erica tetralix,Yes,taken,restore,inOut,srtTerm,,Yes
habitats,UK,ATL,5110,Stable xerothermophilous formations with Buxus sempervirens on rock slopes (Berberidion p.p.),Yes,ident,,,,,Yes
habitats,UK,ATL,6130,Calaminarian grasslands of the Violetalia calaminariae,Yes,taken,restore,inOut,medTerm,,Yes
habitats,UK,ATL,7110,Active raised bogs,Yes,taken,restore,inOut,medTerm,,Yes
habitats,UK,ATL,7150,Depressions on peat substrates of the Rhynchosporion,Yes,taken,restore,inOut,medTerm,,Yes
habitats,UK,MATL,1110,Sandbanks which are slightly covered by sea water all the time,Yes,taken,restore,inOut,medTerm,"8.1b) Measures have been identified and taken in UK inshore areas. In the offshore area some measures are in place, however, a number of proposals have been recommended for the majority of offshore sites but have not been submitted yet to the European Commission (EC). Please see offshore-level reporting information (JNCC website) for more details. 
8.5- There were often more than ten pressures, threats (of high or medium importance), or conservation measures identified, and an aggregation method was used to identify the top ten of each. As a result the top ten lists for the habitat may not correspond with each other. For example, a pressure may be in the reported top ten list, but the corresponding conservation measure might not appear in the top ten list of conservation measures. This does not mean that the measure is not in place, but instead it is in the extended list of measures that did not make the top ten but are detailed in the additional information section.
The following conservation measures were also identified, however, a maximum of 10 could be listed: CN01- Adopt climate change mitigation measures, CE04-Manage/reduce/eliminate marine pollution from transport, CG05-Reduce bycatch and incidental killing of non-target species, CI03-Management, control or eradication of other invasive alien species, CC07-Habitat restoration/creation from resources, exploitation areas or areas damaged due to installation of renewable energy infrastructure, CJ01-Reduce impact of mixed source pollution, CC02-Adapt/manage exploitation of energy resources, CC05-Adapt/manage fossil energy installation, facilities and operation, CC08-Manage/reduce/eliminate point pollution to surface or ground waters from resource exploitation and energy production, CG08-Reduce/eliminate marine pollution from marine aquaculture, CG09-Other measures to reduce impacts from marine aquaculture infrastructures and operation, CF10-Manage changes in hydrological and coastal systems and regimes for construction and development. 
For methods see JNCC website for 2019 UK Approach document and country- and offshore-level reporting information.",Yes
habitats,BG,ALP,6220,Pseudo-steppe with grasses and annuals of the Thero-Brachypodietea,Yes,taken,maintain,in,medTerm,,Yes
habitats,BG,ALP,7220,Petrifying springs with tufa formation (Cratoneurion),Yes,taken,maintain,in,medTerm,,Yes
habitats,BG,ALP,8220,Siliceous rocky slopes with chasmophytic vegetation,Yes,taken,maintain,in,medTerm,,Yes
habitats,BG,ALP,9180,"Tilio-Acerion forests of slopes, screes and ravines",Yes,taken,maintain,inOut,medTerm,,Yes
habitats,BG,ALP,91M0,Pannonian-Balkanic turkey oak-sessile oak forests,Yes,taken,maintain,inOut,medTerm,,Yes
habitats,BG,ALP,92A0,Salix alba and Populus alba galleries,Yes,taken,maintain,in,medTerm,,Yes
habitats,BG,BLS,2110,Embryonic shifting dunes,Yes,taken,maintain,inOut,medTerm,,Yes
habitats,BG,BLS,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,Yes,taken,maintain,in,medTerm,,Yes
habitats,BG,CON,4060,Alpine and Boreal heaths,Yes,taken,maintain,in,medTerm,,Yes
habitats,BG,CON,5130,Juniperus communis formations on heaths or calcareous grasslands,Yes,taken,maintain,in,srtTerm,,Yes
habitats,BG,CON,62A0,Eastern sub-Mediterranean dry grasslands (Scorzoneratalia villosae),Yes,taken,maintain,in,srtTerm,,Yes
habitats,BG,CON,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,Yes,taken,maintain,in,srtTerm,,Yes
habitats,BG,CON,9130,Asperulo-Fagetum beech forests,Yes,taken,maintain,in,medTerm,,Yes
habitats,BG,CON,9170,Galio-Carpinetum oak-hornbeam forests,Yes,taken,maintain,inOut,medTerm,,Yes
habitats,BG,CON,91Z0,Moesian silver lime woods,Yes,taken,maintain,inOut,medTerm,,Yes
habitats,CY,MED,1310,Salicornia and other annuals colonizing mud and sand,No,,,,,"Conservation measures were selected on the basis of the recorded pressures and
threats, as well as on best expert judgement.",Yes
habitats,CY,MED,62B0,Serpentinophilous grasslands of Cyprus,No,,,,,"Conservation measures were selected on the basis of the recorded pressures and
threats as well as on best expert judgement",Yes
habitats,CY,MED,9530,(Sub-) Mediterranean pine forests with endemic black pines,No,,,,,Conservation measures were selected on the basis of the recorded pressures and threats as well as on best expert judgement,Yes
habitats,CZ,CON,6520,Mountain hay meadows,Yes,taken,maintain,in,medTerm,,Yes
habitats,CZ,CON,7230,Alkaline fens,Yes,ident,,,lonTerm,,Yes
habitats,CZ,CON,91H0,Pannonian woods with Quercus pubescens,Yes,taken,maintain,in,lonTerm,,Yes
habitats,CZ,PAN,8160,Medio-European calcareous scree of hill and montane levels,Yes,ident,,,lonTerm,,Yes
habitats,DE,ALP,3190,Lakes of gypsum karst,Yes,taken,restore,in,medTerm,,Yes
habitats,DE,ALP,7110,Active raised bogs,Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,DE,ALP,8220,Siliceous rocky slopes with chasmophytic vegetation,No,,,,,,Yes
habitats,DE,ALP,9420,Alpine Larix decidua and/or Pinus cembra forests,Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,DE,ATL,1310,Salicornia and other annuals colonizing mud and sand,Yes,taken,maintain,in,medTerm,,Yes
habitats,DE,ATL,2150,Atlantic decalcified fixed dunes (Calluno-Ulicetea),Yes,taken,maintain,inOut,medTerm,,Yes
habitats,DE,CON,1340,Inland salt meadows,Yes,taken,maintain,inOut,medTerm,,Yes
habitats,DE,CON,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,Yes,taken,maintain,inOut,medTerm,,Yes
habitats,DE,CON,7150,Depressions on peat substrates of the Rhynchosporion,Yes,taken,maintain,inOut,medTerm,,Yes
habitats,DE,CON,9190,Old acidophilous oak woods with Quercus robur on sandy plains,Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,DE,CON,91U0,Sarmatic steppe pine forest,Yes,ident,,,,,Yes
habitats,DE,MATL,1160,Large shallow inlets and bays,Yes,taken,maintain,in,srtTerm,,Yes
habitats,DK,CON,1320,Spartina swards (Spartinion maritimae),No,,,,,,Yes
habitats,DK,CON,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,Yes,taken,restore,inOut,medTerm,,Yes
habitats,DK,CON,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,Yes,taken,restore,inOut,medTerm,,Yes
habitats,DK,MATL,1130,Estuaries,Yes,taken,restore,inOut,medTerm,,Yes
habitats,DK,MATL,1170,Reefs,Yes,taken,restore,inOut,medTerm,,Yes
habitats,EE,BOR,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),Yes,taken,maintain,inOut,srtTerm,,Yes
habitats,EE,BOR,2190,Humid dune slacks,Yes,taken,maintain,inOut,srtTerm,,Yes
habitats,EE,BOR,2330,Inland dunes with open Corynephorus and Agrostis grasslands,Yes,taken,maintain,in,srtTerm,,Yes
habitats,EE,BOR,7210,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,No,,,,,,Yes
habitats,ES,ALP,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,Yes,ident,,,,,Yes
habitats,ES,ALP,5110,Stable xerothermophilous formations with Buxus sempervirens on rock slopes (Berberidion p.p.),Yes,taken,maintain,in,medTerm,"Navarra region has reported: ""No existen medidas para este hábitat recogidas en documentos técnicos, pero atendiendo al “criterio de experto” se citan las aquí recogidas.
Siendo la especie característica el boj (Buxus sempervirens) se hace preciso establecer nuevas medidas para el control-erradicación de la Polilla del boj (Cydalima perspectalis) que está causando un fuerte impacto en bojerales de Navarra.""",Yes
habitats,ES,ALP,9180,"Tilio-Acerion forests of slopes, screes and ravines",Yes,notIdent,,,,,Yes
habitats,ES,ATL,6160,Oro-Iberian Festuca indigesta grasslands,Yes,taken,maintain,inOut,medTerm,Not all reported conservation measures taken,Yes
habitats,ES,ATL,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,Yes,taken,maintain,inOut,medTerm,Not all reported conservation measures taken,Yes
habitats,ES,ATL,92A0,Salix alba and Populus alba galleries,Yes,ident,,,,Some reported conservation measures have been taken.,Yes
habitats,ES,MAC,1420,Mediterranean and thermo-Atlantic halophilous scrubs (Sarcocornetea fruticosi),No,,,,,,Yes
habitats,ES,MAC,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,No,,,,,,Yes
habitats,ES,MAC,9320,Olea and Ceratonia forests,No,,,,,,Yes
habitats,ES,MED,1310,Salicornia and other annuals colonizing mud and sand,Yes,ident,,,,Some measures have already been taken,Yes
habitats,ES,MED,1410,Mediterranean salt meadows (Juncetalia maritimi),Yes,taken,restore,inOut,medTerm,Some measures have not been taken yet,Yes
habitats,ES,MED,1520,Iberian gypsum vegetation (Gypsophiletalia),Yes,ident,,,,,Yes
habitats,ES,MED,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),Yes,ident,,,,	Some reported conservation measures have been taken.,Yes
habitats,ES,MED,4060,Alpine and Boreal heaths,Yes,ident,,,,,Yes
habitats,ES,MED,5410,West Mediterranean clifftop phryganas (Astragalo-Plantaginetum subulatae),Yes,taken,restore,in,medTerm,,Yes
habitats,ES,MED,5430,Endemic phryganas of the Euphorbio-Verbascion,Yes,taken,maintain,in,medTerm,,Yes
habitats,ES,MED,8130,Western Mediterranean and thermophilous scree,Yes,ident,,,,	Some reported conservation measures have been taken.,Yes
habitats,ES,MED,91B0,Thermophilous Fraxinus angustifolia woods,Yes,ident,,,,,Yes
habitats,ES,MED,9570,Tetraclinis articulata forests,Yes,taken,restore,in,medTerm,,Yes
habitats,FI,ALP,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,No,,,,,,Yes
habitats,FI,ALP,8210,Calcareous rocky slopes with chasmophytic vegetation,No,,,,,,Yes
habitats,FI,BOR,1210,Annual vegetation of drift lines,Yes,taken,maintain,out,lonTerm,,Yes
habitats,FI,BOR,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",Yes,taken,maintain,inOut,medTerm,,Yes
habitats,FI,BOR,7120,Degraded raised bogs still capable of natural regeneration,No,,,,,,Yes
habitats,FR,ALP,1340,Inland salt meadows,Yes,ident,increase,in,medTerm,,Yes
habitats,FR,ALP,5120,Mountain Cytisus purgans formations,Yes,taken,maintain,in,medTerm,,Yes
habitats,FR,ALP,6120,Xeric sand calcareous grasslands,No,,,,,,No
habitats,FR,ALP,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,No,,maintain,out,lonTerm,,Yes
habitats,FR,ATL,1230,Vegetated sea cliffs of the Atlantic and Baltic Coasts,Yes,taken,maintain,inOut,srtTerm,,Yes
habitats,FR,ATL,2180,"Wooded dunes of the Atlantic, Continental and Boreal region",Yes,ident,restore,inOut,lonTerm,,Yes
habitats,FR,ATL,4020,Temperate Atlantic wet heaths with Erica ciliaris and Erica tetralix,Yes,ident,restore,inOut,medTerm,,Yes
habitats,FR,ATL,7220,Petrifying springs with tufa formation (Cratoneurion),Yes,taken,maintain,in,medTerm,,Yes
habitats,FR,CON,6230,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)",Yes,ident,maintain,in,lonTerm,,Yes
habitats,FR,CON,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",Yes,ident,maintain,in,medTerm,"peu ou pas de mesures prises, absence de contractualisations ces dernières années pour raisons administratives (logiciel de suivi non opérationnel) et les rares mesures prises ne sont pas évaluées. ",Yes
habitats,FR,CON,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,Yes,ident,maintain,in,medTerm,Les rares mesures prises ne sont pas collectées et surtout leur efficacité n'est pas évaluée.,Yes
habitats,FR,CON,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",Yes,ident,maintain,inOut,medTerm,,Yes
habitats,FR,CON,9170,Galio-Carpinetum oak-hornbeam forests,Yes,ident,maintain,inOut,lonTerm,,Yes
habitats,FR,MED,1430,Halo-nitrophilous scrubs (Pegano-Salsoletea),No,,,,,,No
habitats,FR,MED,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,Yes,ident,maintain,inOut,medTerm,,Yes
habitats,FR,MED,6170,Alpine and subalpine calcareous grasslands,Yes,taken,maintain,inOut,medTerm,,Yes
habitats,FR,MED,7140,Transition mires and quaking bogs,No,,,,,,No
habitats,FR,MMED,1120,Posidonia beds (Posidonion oceanicae),Yes,taken,maintain,inOut,medTerm,,Yes
habitats,GR,MED,1310,Salicornia and other annuals colonizing mud and sand,Yes,ident,,,,,Yes
habitats,GR,MED,4090,Endemic oro-Mediterranean heaths with gorse,No,,,,,,Yes
habitats,GR,MED,9530,(Sub-) Mediterranean pine forests with endemic black pines,No,,,,,,Yes
habitats,GR,MED,9560,Endemic forests with Juniperus spp.,Yes,ident,,,,,Yes
habitats,HR,ALP,9180,"Tilio-Acerion forests of slopes, screes and ravines",Yes,ident,,,medTerm,,Yes
habitats,HR,CON,1530,Pannonic salt steppes and salt marshes,Yes,ident,,,medTerm,,Yes
habitats,HR,CON,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Yes,ident,,,medTerm,,Yes
habitats,HR,CON,8310,Caves not open to the public,Yes,ident,,,,,Yes
habitats,HR,CON,91D0,Bog woodland,Yes,ident,,,medTerm,,Yes
habitats,HR,CON,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Yes,ident,,,medTerm,,Yes
habitats,HR,CON,91L0,Illyrian oak-hornbeam forests (Erythronio-Carpinion),Yes,ident,,,medTerm,,Yes
habitats,HR,MED,1310,Salicornia and other annuals colonizing mud and sand,No,,,,,,Yes
habitats,HR,MED,1420,Mediterranean and thermo-Atlantic halophilous scrubs (Sarcocornetea fruticosi),Yes,ident,,,medTerm,,Yes
habitats,HR,MED,2110,Embryonic shifting dunes,Yes,ident,,,srtTerm,,Yes
habitats,HU,PAN,2340,Pannonic inland dunes,Yes,ident,,,medTerm,,Yes
habitats,HU,PAN,9110,Luzulo-Fagetum beech forests,Yes,taken,maintain,inOut,medTerm,,Yes
habitats,HU,PAN,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Yes,taken,maintain,inOut,medTerm,,Yes
habitats,IE,MATL,1130,Estuaries,Yes,taken,restore,in,medTerm,"The implementation of the following conservation measures would improve the Structure and functions of this habitat:
CA13 Reduce/eliminate marine pollution from agricultural activities
CF04 Reduce/eliminate point source pollution to surface or ground waters from industrial, commercial, residential and recreational areas and activities.
The River Basin Management Plan for Ireland 2018-2021 sets out the actions that Ireland will take to improve water quality and achieve ‘good’ ecological status in water bodies (rivers, lakes, estuaries and coastal waters) by 2027.
The main regulatory measure taken has been the implementation of appropriate assessment to ensure potential threats from development activities, within and outside of the Natura 2000 network, do not negatively impact on the conservation objectives of Estuaries. This includes appropriate assessment of planned aquaculture activities and the preparation of Fisheries Natura Plans for aquaculture within or with the potential to impact on Natura 2000 sites.
Changes to the sediment composition of MCTs were the main reason for the failure of two sites to reach Favourable conservation status. It is considered highly probable that increased sediment input and sediment mobilisation as a result of agriculture, maintenance dredging and urbanisation are significant contributing factors to the changes recorded in MCTs. The source of the majority of these impacts is outside of the SAC network. Appropriate assessment of such activities should fully consider the potential sphere of influence of such activities and assess fully the indirect impacts.
The presence of the non-native Pacific oyster was a recorded impact within Lough Swilly SAC and highlights the importance of using best practice in the Aquaculture sector to ensure that non-native species such as the Pacific oyster do not become naturalised.",Yes
habitats,IT,ALP,3220,Alpine rivers and the herbaceous vegetation along their banks,Yes,taken,maintain,in,medTerm,,Yes
habitats,IT,ALP,5110,Stable xerothermophilous formations with Buxus sempervirens on rock slopes (Berberidion p.p.),Yes,taken,maintain,inOut,lonTerm,,Yes
habitats,IT,ALP,6130,Calaminarian grasslands of the Violetalia calaminariae,No,,,,,,No
habitats,IT,CON,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),Yes,taken,restore,in,medTerm,,Yes
habitats,IT,CON,4030,European dry heaths,Yes,taken,maintain,in,medTerm,,Yes
habitats,IT,CON,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),Yes,taken,maintain,in,medTerm,,Yes
habitats,IT,CON,9160,Sub-Atlantic and medio-European oak or oak-hornbeam forests of the Carpinion betuli,Yes,taken,restore,in,medTerm,,Yes
habitats,IT,MED,2260,Cisto-Lavenduletalia dune sclerophyllous scrubs,Yes,taken,maintain,in,medTerm,,Yes
